,profile_name,subscriber,view,video,country,category,since,last_subscriber_30,last_view_30,min_month_earnings,max_month_earnings,2016_views,2017_views,2018_views,2019_views,2020_views,2021_views,2022_views,2023_views,2024_views,2016_subscribers,2017_subscribers,2018_subscribers,2019_subscribers,2020_subscribers,2021_subscribers,2022_subscribers,2023_subscribers,2024_subscribers
2613,Hilali Note,10200,1301712,555,Saudi Arabia (SA),Sports,2016,0,189,0,0,655105,446852,59928,47960,34236,22978,12995,18263,3395,7276,3653,145,84,100,100,100,100,100
2614,Nawaf Algm3an,10200,449401,8,Saudi Arabia (SA),People & Blogs,2015,0,32,0,0,0,1308642,321391,963790,2468,169217,1470923,1187077,29591,0,8218,406,302,60,50,1250,1550,100
2615,Dahak Ksa,10100,413496,68,Saudi Arabia (SA),general,2014,0,661,0,1,0,0,0,0,0,0,0,404102,9394,0,0,0,0,0,0,0,10200,100
2616,Naya Naya Khabar,10100,2266,2,Saudi Arabia (SA),News & Politics,2018,0,0,0,0,0,0,0,622832,15006,465738,169869,31,4,0,0,0,0,0,0,10200,0,100
2617,تيوب العالم World Tube,10100,13204482,515,Saudi Arabia (SA),People & Blogs,2015,0,54720,20,123,0,12265916,640373,298193,0,0,0,0,0,0,8777,950,373,0,0,0,0,0
2618,W.Sports,10063,663084,15,Saudi Arabia (SA),Sports,2016,-30,1455,0,3,0,718116,8790,63822,0,0,0,0,0,0,9605,504,46,0,0,0,0,0
2619,كراج سعيد,10000,1131344,38,Saudi Arabia (SA),general,2013,30,6062,2,13,0,0,0,0,0,0,0,1039684,91660,0,0,0,0,0,0,0,8870,1130
2620,اخبار المملكة,9997,8549424,511,Saudi Arabia (SA),People & Blogs,2014,940,869300,325,1960,8043374,506050,0,0,0,0,0,0,0,9444,553,0,0,0,0,0,0,0
2621,Fonzo 212,9990,1328228,13,Saudi Arabia (SA),general,2011,-50,10133,3,22,0,0,0,0,0,0,1328228,0,0,0,0,0,0,0,0,9990,0,0
2622,Lord3adl,9950,1696383,2,Saudi Arabia (SA),Gaming,2016,-10,40,0,0,0,64786,676096,868387,455577,36862,9629,416060,1106,0,2397,3288,3005,1910,300,200,100,50
2623,كل ما هو جديد,9850,367391,1416,Saudi Arabia (SA),Film & Animation,2017,50,32976,12,74,0,449404,1063827,170174,30327,15903,7006,1669889,300639,0,2804,6133,863,50,150,80,20,350
2624,Mytv Mytube,9800,0,0,Saudi Arabia (SA),Sports,2015,0,0,0,0,0,1432922,12547,1445469,0,0,0,0,0,0,10702,236,166,200,100,70,80,50
2625,Abn Masr   إبن مصر,9800,14243,32,Saudi Arabia (SA),People & Blogs,2015,0,2,0,0,0,79246,13806,5697,1480,6940,93580,240,414,0,0,0,8880,120,1000,60,80,60
2626,المحتويات الشائعة في اليوتيوب,9792,6387152,438,Saudi Arabia (SA),Comedy,2017,210,183030,68,411,0,0,6387152,0,0,0,0,0,0,0,0,9792,0,0,0,0,0,0
2627,Ali Oweis,9780,5346490,23,Saudi Arabia (SA),Music,2011,10,12265,4,27,0,3640914,385285,315702,191415,267271,76081,442545,27277,0,7367,608,475,220,480,60,340,230
2628,Hgamer 30,9770,646843,433,Saudi Arabia (SA),Gaming,2012,0,986,0,2,0,0,0,395912,176118,59237,7236,8340,0,0,0,0,9050,940,30,150,40,0
2629,Rashed Media,9736,2989235,1063,Saudi Arabia (SA),Music,2016,1005,318780,119,717,0,944753,1460922,583560,0,0,0,0,0,0,5460,2953,1323,0,0,0,0,0
2630,يـاسـلام نت,9720,1342798,23,Saudi Arabia (SA),People & Blogs,2016,283,49054,18,110,135119,63035,892719,295415,82580,0,0,0,0,861,1733,5391,1295,440,0,0,0,0
2631,حمزه ,9700,0,0,Saudi Arabia (SA),Gaming,2017,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,300
2632,Mr. Naruto,9690,2551,33,Saudi Arabia (SA),People & Blogs,2016,-15,2183,0,4,0,1260039,1237977,20462,624,327,0,0,0,0,0,10040,210,80,60,0,0,0
2633,مستربن   Mr Bean,9680,1204555,10,Saudi Arabia (SA),Film & Animation,2016,0,83,0,0,810474,67987,274254,135203,16039,23570,8757,2764,1481,4895,4067,639,329,30,80,50,40,50
2634,Mfhd,9610,3976355,44,Saudi Arabia (SA),Music,2011,0,4512,1,10,0,0,0,0,3854588,132465,71672,63239,145609,0,0,0,0,9610,20,10,10,20
2635,Yasser Alsaadi,9570,407847,101,Saudi Arabia (SA),People & Blogs,2013,-10,899,0,0,0,0,0,308501,53760,21186,11320,9640,3440,0,0,0,8770,750,210,30,40,90
2636,عائلة سارينا Sarina Family,9580,1900935,114,Saudi Arabia (SA),general,2017,50,17209,6,38,0,0,0,0,0,0,0,1567812,333123,0,0,0,0,0,0,0,8800,780
2637,اجواء,9568,1396737,148,Saudi Arabia (SA),Music,2016,510,250500,93,563,0,1396737,0,0,0,0,0,0,0,0,9568,0,0,0,0,0,0,0
2638,عثمان بوطيب,9510,1424391,165,Saudi Arabia (SA),Science & Technology,2012,0,49,0,0,0,1232662,59528,60947,50255,13385,3799,2075,1740,0,9310,123,207,180,40,120,90,60
2639,الهيئة العامة للطيران المدني السعودي,9480,3431991,235,Saudi Arabia (SA),Travel & Events,2015,10,3592,1,8,0,0,0,1752203,195278,307474,203997,57081,915958,0,0,0,5750,1500,1030,560,230,410
2640,Hammad The Nomad,9480,270387,60,Saudi Arabia (SA),People & Blogs,2016,0,39,0,0,0,0,0,244948,13603,7607,2493,1075,661,0,0,0,10300,100,290,190,130,110
2641,Tv Plus,9441,14890,3,Saudi Arabia (SA),People & Blogs,2014,2955,197310,73,443,0,0,14890,0,0,0,0,0,0,0,0,9441,0,0,0,0,0,0
2642,كاليميرو العراقي,9432,3972174,80,Saudi Arabia (SA),People & Blogs,2015,6995,3426582,1280,7710,0,3972174,0,0,0,0,0,0,0,0,9432,0,0,0,0,0,0,0
2643,Panoramat,9420,564757,86,Saudi Arabia (SA),general,2011,-10,1113,0,2,0,0,125568,134809,28896,115160,78914,52524,28886,0,9292,35,107,90,100,30,60,10
2644,عالم القرميد مع ابو فارس مقاول قرميد ,9390,1556369,326,Saudi Arabia (SA),People & Blogs,2018,70,26660,10,59,0,0,0,0,0,0,0,1154299,402070,0,0,0,0,0,0,0,8510,880
2645,إقلاع الإتحاديين,9390,3182774,366,Saudi Arabia (SA),People & Blogs,2013,0,302,0,0,0,1965408,0,0,0,0,0,0,1217366,0,7964,0,0,0,0,0,0,1426
2646,مطبخ موس,9350,972348,28,Saudi Arabia (SA),Howto & Style,2016,-10,316,0,0,0,545522,246615,64428,51825,34247,16079,7438,6194,0,5037,3908,445,270,10,90,90,120
2647,Ta Mi Mi Gamer,9340,963210,37,Saudi Arabia (SA),Gaming,2013,0,206,0,0,0,0,0,0,0,0,0,959612,3598,0,0,0,0,0,0,0,9380,40
2648,U.S. Embassy Riyadh,9330,1741532,244,Saudi Arabia (SA),Travel & Events,2010,50,3227,1,7,0,1034653,176380,137147,80512,61212,84923,72010,94695,0,4464,789,607,500,580,860,800,730
2649,Tops Arabia 2,9290,301188,17,Saudi Arabia (SA),Science & Technology,2016,-10,430,0,0,0,0,139634,44685,45964,38850,19767,5981,6307,0,0,9107,143,150,60,60,50,60
2650,Kings Tv,9228,1669322,22,Saudi Arabia (SA),News & Politics,2017,510,47670,17,107,0,1669322,0,0,0,0,0,0,0,0,9228,0,0,0,0,0,0,0
2651,Feel Feel,9210,4386,7,Saudi Arabia (SA),Entertainment,2015,0,0,0,0,0,0,16876,1156169,827802,9440,349776,521,0,0,0,3367,4873,1450,80,170,100,130
2652,الخليج الجديد,9200,4601851,2329,Saudi Arabia (SA),general,2016,0,5904,2,13,0,0,0,1895401,1241920,910369,531764,47410,69807,0,0,0,3090,2720,1370,690,1220,110
2653,حاتم الشاطري   القناة الرسمية,9130,2108990,18,Saudi Arabia (SA),Music,2016,30,43658,16,98,0,355001,190693,185052,137995,335122,192411,266680,446036,0,3586,1526,5112,0,0,8230,400,500
2654,صغار ستار,9080,2404461,38,Saudi Arabia (SA),Entertainment,2016,0,175,0,0,0,1569549,573594,110360,80634,56309,18752,7108,2371,0,0,8283,417,310,150,30,20,30
2655,Hikmat,9040,37,1,Saudi Arabia (SA),general,2015,-10,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,9080,40
2656,Color Your Life   لون حياتك,9039,3395947,198,Saudi Arabia (SA),People & Blogs,2015,2400,756450,283,1700,0,3395947,0,0,0,0,0,0,0,0,9039,0,0,0,0,0,0,0
2657,M7 Mad,9030,0,0,Saudi Arabia (SA),general,2015,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,3884,5818,58,30,350,150,130,70
2658,Mr.Diry,9030,2372,6,Saudi Arabia (SA),Gaming,2014,-10,12,0,0,0,0,0,0,0,0,0,2254,118,0,0,0,0,0,0,0,9100,70
2659,T Adventures,9010,445897,4,Saudi Arabia (SA),Travel & Events,2007,0,3,0,0,0,0,0,1052591,24894,349898,1331,608,283629,0,0,0,9440,40,140,110,80,60
2660,ألق للتصميم  Al8 369,8990,2211591,145,Saudi Arabia (SA),People & Blogs,2011,0,1877,0,4,0,0,0,0,0,0,0,2189177,22414,0,0,0,0,0,0,0,8980,10
2661,Waleed Sh,8970,5342122,195,Saudi Arabia (SA),general,2013,50,40694,15,91,0,0,0,0,0,0,0,3994537,1347585,0,0,0,0,0,0,0,6720,2250
2662,شبكة دراما التركية بلس / Pluse,8954,864222,125,Saudi Arabia (SA),Film & Animation,2016,8954,864222,324,1940,0,864222,0,0,0,0,0,0,0,0,8954,0,0,0,0,0,0,0
2663,Mody Almayali   مودي الميالي,8952,0,0,Saudi Arabia (SA),general,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,0,0,0,0,0,0,0
2664,تقنية عبدالله,8950,760037,35,Saudi Arabia (SA),Science & Technology,2018,10,4085,1,9,0,0,0,29596,69844,226753,188425,150050,95369,0,0,0,1860,910,2810,1760,990,620
2665,Xxdmar دمار,8940,25545,66,Saudi Arabia (SA),Gaming,2016,0,6,0,0,0,0,0,0,0,0,0,25484,61,0,0,0,0,0,0,0,8980,40
2666,Cg,8900,1086021,51,Saudi Arabia (SA),People & Blogs,2015,0,23,0,0,0,407797,226243,145079,128045,588893,1383924,10525,984413,0,2143,797,410,350,4860,30,420,110
2667,قناة رحيمة,8877,10947313,432,Saudi Arabia (SA),Nonprofits & Activism,2011,1038,537318,201,1210,10947313,0,0,0,0,0,0,0,0,8877,0,0,0,0,0,0,0,0
2668,Mr Awesomest10,8868,0,0,Saudi Arabia (SA),general,2013,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,9095,174,53,0,0,0,0,0
2669,Normal Blue,8850,210384,154,Saudi Arabia (SA),Gaming,2021,-42,11426,4,25,0,0,0,0,0,0,0,210384,0,0,0,0,0,0,0,0,8850,0
2670,بشاير البشيري,8820,2554604,9,Saudi Arabia (SA),Music,2012,0,276,0,0,0,793556,518959,863629,262058,46583,43085,13716,13018,0,2832,1629,3429,820,100,40,40,10
2671,Its Zebro,8790,0,0,Saudi Arabia (SA),Entertainment,2015,-19,18876,0,7,0,172556,148887,5599,29268,0,0,0,0,0,3566,5454,180,50,0,0,0,0
2672,Group Different,8660,103956,24,Saudi Arabia (SA),Music,2012,-10,79,0,0,0,1192261,57551,234924,1290160,11366,7586,2991,2539,0,7690,569,401,150,20,40,70,60
2673,Zaki | زاكي,8660,269176,63,Saudi Arabia (SA),Sports,2015,0,77,0,0,0,0,0,0,0,0,0,265968,3208,0,0,0,0,0,0,5780,2930,50
2674,Lukas Ekers,8650,1286116,11,Saudi Arabia (SA),general,2014,0,599,0,1,0,0,0,0,0,0,1258180,17768,10168,0,0,0,0,0,0,8710,30,30
2675,هسترهه Hsstrah L,8640,301437,112,Saudi Arabia (SA),Gaming,2012,0,128,0,0,0,0,0,0,259081,14117,13722,10077,4440,0,0,0,0,8710,50,10,10,20
2676,Hamada Saad,8630,5791131,104,Saudi Arabia (SA),People & Blogs,2016,0,384,0,0,0,7181320,6356945,13192612,424206,3217886,1679629,112202,11555,0,2715,2715,0,0,0,8590,90,50
2677,Oskar   اوسكار,8610,517767,147,Saudi Arabia (SA),general,2015,0,544,0,1,0,0,0,0,0,0,0,508524,9243,0,0,0,0,0,0,0,8610,0
2678,Starker,8600,631785,75,Saudi Arabia (SA),Film & Animation,2013,0,830,0,1,0,0,0,0,0,0,0,615689,16096,0,0,0,0,0,0,0,8640,40
2679,Al Jomaih Automotive شركة الجميح للسيارات,8540,13432530,810,Saudi Arabia (SA),Autos & Vehicles,2012,10,5039,1,11,0,0,0,0,9630978,1399895,115336,2150504,135817,0,0,0,0,6470,1030,430,260,350
2680,نصيحة محب,8500,1767367,320,Saudi Arabia (SA),People & Blogs,2010,0,566,0,1,0,1193113,176364,109062,120076,97023,42550,15312,13867,0,6034,955,611,370,350,150,0,30
2681,المركز العالمي للاحجار الكريمة,8480,1631293,739,Saudi Arabia (SA),Howto & Style,2011,775,216879,81,487,0,1631293,0,0,0,0,0,0,0,0,8480,0,0,0,0,0,0,0
2682,Safilms,8440,217385,19,Saudi Arabia (SA),Sports,2016,0,121,0,0,0,155379,7159,31661,16480,5250,5552,8622,1600,0,6959,1604,147,20,50,60,70,70
2683,ابيات وكلام,8420,3340206,47,Saudi Arabia (SA),Travel & Events,2011,0,821,0,1,0,4165474,288876,72456,136252,550572,19983,30228,27765,0,0,0,0,0,0,8490,40,30
2684,شروحات بلو   Blo,8400,3876,1,Saudi Arabia (SA),general,2016,0,0,0,0,0,0,0,0,0,0,0,3866,10,0,0,0,0,0,0,0,8450,50
2685,Amjad1080p,8400,76020,27,Saudi Arabia (SA),Gaming,2012,0,29,0,0,0,0,65828,3179,1833,2631,1685,528,336,0,0,9012,152,70,170,90,50,80
2686,Fox Gamer,8370,495235,103,Saudi Arabia (SA),Gaming,2017,0,24255,9,54,0,0,0,0,0,0,495235,0,0,0,0,0,0,0,0,8370,0,0
2687,جلسة لعب,8270,1478967,207,Saudi Arabia (SA),Gaming,2012,330,60692,22,136,0,0,0,0,0,0,0,796673,682294,0,0,0,0,0,0,0,3950,4320
2688,علي الهمداني,8210,3399667,29,Saudi Arabia (SA),People & Blogs,2017,40,13948,5,31,0,0,0,0,0,0,0,3201434,198233,0,0,0,0,0,0,0,7590,620
2689,سعيد | Bakomry,8180,2491512,22,Saudi Arabia (SA),general,2013,10,2040,0,4,0,0,0,0,0,0,2585849,23318,71019,0,0,0,0,0,0,8140,30,70
2690,Tatheer Media Production,8170,4609799,129,Saudi Arabia (SA),Autos & Vehicles,2016,0,1846,0,4,0,0,2782459,527883,352988,0,821800,79958,44711,0,0,5168,1002,600,0,1190,160,50
2691,Yc Tw يكتو,8150,0,0,Saudi Arabia (SA),Gaming,2015,0,0,0,0,0,253394,87182,50133,28720,417941,1488,0,0,0,7255,819,366,50,80,150,70,40
2692,‫عبدالرحمن عبدالله سعد آل محفوظ العجمي (ابوعبدالله)‬‎,8110,6264506,919,Saudi Arabia (SA),general,2012,10,10028,3,22,0,0,0,0,0,0,0,6101131,163375,0,0,0,0,0,0,0,7900,210
2693,عدسة الاتفاق 7,8100,1100950,331,Saudi Arabia (SA),Sports,2013,-10,89249,33,200,0,0,947953,0,29413,27355,443,10296,85490,0,0,8902,0,622,50,50,40,40
2694,سؤيمر 72,8060,0,0,Saudi Arabia (SA),Gaming,2014,0,0,0,0,0,566142,564348,351226,188,353208,0,0,0,0,5398,3263,221,40,210,60,30,40
2695,جمعية زمزم الصحية ,8060,6668632,481,Saudi Arabia (SA),Nonprofits & Activism,2011,40,5479,2,12,0,3239566,144338,244473,898418,555155,1385774,70631,130277,0,4320,232,448,1340,560,360,260,540
2696,Elmrsal Plus,8037,4568333,89,Saudi Arabia (SA),People & Blogs,2015,270,288240,108,648,3966213,602120,0,0,0,0,0,0,0,7354,683,0,0,0,0,0,0,0
2697,تلميح,8030,0,0,Saudi Arabia (SA),general,2015,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,8396,91,75,40,50,30,40,40
2698,Beroo 17,8009,2394,7,Saudi Arabia (SA),Gaming,2013,-30,300,0,0,223582,222348,1160,0,0,0,0,0,0,7282,729,2,0,0,0,0,0,0
2699,مسالم,7950,0,0,Saudi Arabia (SA),Comedy,2011,0,0,0,0,0,126,126,0,0,0,0,0,0,0,8562,185,147,70,80,50,50,30
2700,Leo,7910,0,0,Saudi Arabia (SA),People & Blogs,2017,-20,450,0,0,0,0,0,0,0,0,131052,131052,0,0,0,0,0,0,0,9050,730,410
2701,Ss Bn S  ,7880,947791,108,Saudi Arabia (SA),Gaming,2013,20,1816,0,4,0,0,0,0,0,0,0,924139,23652,0,0,0,0,0,0,0,7770,110
2702,قصي العطاس | Qusai Alattas,7810,11212,1,Saudi Arabia (SA),Science & Technology,2015,0,0,0,0,0,748363,242240,150798,1130367,66,88,18,6,0,0,0,0,8300,190,150,80,70
2703,Animegram,7760,718939,15,Saudi Arabia (SA),Film & Animation,2015,-10,1209,0,2,0,0,351209,67751,103181,138655,13964,23147,21032,0,0,6937,213,330,580,150,120,30
2704,حمزه المسرحي,7710,2965789,155,Saudi Arabia (SA),Music,2011,10,5767,2,12,0,0,0,0,2585227,123792,941,148498,107331,0,0,0,0,6210,280,600,350,270
2705,Unixy Editors,7680,2783335,98,Saudi Arabia (SA),Sports,2013,0,434,0,0,0,1941480,356874,196567,145102,61769,57445,16480,7618,0,6487,653,300,180,60,70,40,30
2706,Dante.,7670,0,0,Saudi Arabia (SA),Gaming,2015,0,0,0,0,0,44757,1098528,884881,2000590,27513,63,0,0,0,1450,4022,2748,60,190,160,80,60
2707,ابو منال الحريري,7623,2174741,283,Saudi Arabia (SA),People & Blogs,2010,750,166380,62,374,0,1841278,333463,0,0,0,0,0,0,0,6208,1415,0,0,0,0,0,0
2708,صدى المصارعة,7610,526156,413,Saudi Arabia (SA),Entertainment,2014,-50,259,0,0,0,531255,89287,39435,202829,28421,18316,12697,9574,0,6762,487,121,120,100,40,0,20
2709,Samer Na,7590,98147,112,Saudi Arabia (SA),People & Blogs,2013,0,4558,1,10,0,0,0,0,0,0,0,48049,50098,0,0,0,0,0,0,0,7580,10
2710,الشيخ زيد بن مسفر البحري,7560,1034147,6884,Saudi Arabia (SA),People & Blogs,2016,10,2856,1,6,34363,195580,163357,172560,210932,120676,85285,16926,68320,190,912,811,1027,1480,1510,890,390,350
2711,Saad Show,7560,0,0,Saudi Arabia (SA),People & Blogs,2016,-10,0,0,0,0,169706,19060,60050,30427,241123,0,0,0,0,1530,5688,652,180,230,120,80,60
2712,حديقة المعرفة,7550,722137,14,Saudi Arabia (SA),general,2016,0,406,0,0,0,0,0,0,0,0,0,718075,4062,0,0,0,0,0,0,0,7580,30
2713,Abdulhadi Al Amshan,7510,167773,61,Saudi Arabia (SA),general,2007,-10,1683,0,3,0,0,0,0,0,0,126843,24309,16621,0,0,0,0,0,0,7390,120,0
2714,اليوتيوب العربي,7480,4667075,402,Saudi Arabia (SA),News & Politics,2015,0,822,0,1,0,2708681,1288921,376806,105301,123835,42773,10004,10754,0,3131,2216,5347,0,0,7510,20,10
2715,It's Alzahra,7480,0,0,Saudi Arabia (SA),Entertainment,2016,0,0,0,0,0,1119657,942058,194123,93474,2348276,1036,0,0,0,0,0,0,0,0,7570,50,40
2716,أضحك من تسبدك,7468,4048870,271,Saudi Arabia (SA),People & Blogs,2016,1800,1019760,382,2290,0,4048870,0,0,0,0,0,0,0,0,7468,0,0,0,0,0,0,0
2717,Meshal 2017 Hd,7452,0,0,Saudi Arabia (SA),Film & Animation,2014,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,7831,379,0,0,0,0,0,0
2718,Dr.Mittelpunkt,7420,261232,8,Saudi Arabia (SA),Gaming,2016,0,2,0,0,0,306809,73304,12807,392121,110209,92,36,150096,0,7847,189,116,110,200,90,60,40
2719,Mouna Titi,7410,31123,14,Saudi Arabia (SA),Film & Animation,2016,-10,105,0,0,0,117616,83455,13520,1854,3501,1485,1915,1727,0,5555,1831,84,20,0,20,20,40
2720,وقت كرك,7390,960945,734,Saudi Arabia (SA),People & Blogs,2015,-50,180,0,0,0,2313486,2313415,1782,1432,29000,923229,2549,2882,0,6324,473,87,40,10,830,60,40
2721,Ameer Mashhour,7370,10005,0,Saudi Arabia (SA),Music,2012,18,818,0,1,0,361508,58331,25064,394775,10005,0,0,0,0,5208,1262,500,110,290,0,0,0
2722,رجـل~شـــرقي🏝️,7350,166729,3,Saudi Arabia (SA),general,2016,0,2543,0,5,0,0,0,0,0,0,0,117788,48941,0,0,0,0,0,0,0,7040,310
2723,Funny Videos Club,7337,3540475,601,Saudi Arabia (SA),Entertainment,2011,7905,8155035,3060,18300,0,3540475,0,0,0,0,0,0,0,0,7337,0,0,0,0,0,0,0
2724,الدمام وضواحيها للتغطيات,7290,1990910,156,Saudi Arabia (SA),Nonprofits & Activism,2015,10,1434,0,3,0,354579,383838,459356,428129,209570,73864,47745,33829,0,1116,1455,1799,1620,780,280,140,100
2725,Pioneer Tube,7280,389533,62,Saudi Arabia (SA),News & Politics,2015,-10,43,0,0,192143,986178,614000,14545,17187,12742,224123,4218,643,4537,1793,1323,27,60,120,150,30,40
2726,Id7oom X9,7270,861,18,Saudi Arabia (SA),News & Politics,2014,0,2,0,0,958800,3781455,314462,5054654,162,210,272,109,45,1424,5357,297,602,130,100,80,50,50
2727,Mr Drak,7190,124,1,Saudi Arabia (SA),general,2015,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,7230,40
2728,صقرصقر,7180,4189256,224,Saudi Arabia (SA),Howto & Style,2013,100,20363,7,45,0,2983173,367575,266684,185558,227111,54525,47483,57147,0,4754,546,430,300,440,140,60,510
2729,مشاري القرشي,7160,676754,30,Saudi Arabia (SA),Sports,2014,10,5515,2,12,0,0,1137054,560375,1696396,184764,299060,105847,86050,0,0,5044,1466,520,180,80,100,130
2730,Moe Ttv   محمد,7120,289367,13,Saudi Arabia (SA),general,2015,10,2361,0,5,0,0,0,0,0,0,0,244216,45151,0,0,0,0,0,0,0,6920,200
2731,Vt Studio,7101,1360730,44,Saudi Arabia (SA),Film & Animation,2016,-270,4570200,0,1710,0,1360730,0,0,0,0,0,0,0,0,7101,0,0,0,0,0,0,0
2732,3 Oon,7090,1558884,236,Saudi Arabia (SA),Gaming,2011,0,211,0,0,0,0,0,0,0,0,1544162,9221,5501,0,0,0,0,0,0,7170,50,30
2733,الغوليادور الرياضي,7060,0,1,Saudi Arabia (SA),News & Politics,2017,75,0,0,0,0,118,1677,688,16627,10989,28723,0,0,0,0,6072,12,150,570,280,0,0
2734,قناة صوتيات,7060,0,0,Saudi Arabia (SA),Music,2014,0,0,0,0,1813476,609098,486172,261409,177772,316814,165516,3830257,0,0,0,0,0,0,0,7080,30,50
2735,زهراء حسين Zahraa Hussein Ll,7040,727165,93,Saudi Arabia (SA),Education,2015,10,898,0,2,0,0,0,0,0,0,0,706918,20247,0,0,0,0,0,0,0,6920,120
2736,مجيدوه,7020,0,0,Saudi Arabia (SA),People & Blogs,2015,0,0,0,0,0,170,170,0,0,0,0,0,0,0,7680,191,129,110,90,80,20,40
2737,مخرج العاب   Games Exit,7000,60269,24,Saudi Arabia (SA),Gaming,2016,-10,8,0,0,0,0,0,47100,6934,4126,727,385,997,0,0,0,3710,1630,2140,220,150,110
2738,السعودية تيوب,6967,4190512,752,Saudi Arabia (SA),News & Politics,2011,3150,692910,259,1560,0,4190512,0,0,0,0,0,0,0,0,6967,0,0,0,0,0,0,0
2739,الحب حكاية,6943,1580484,34,Saudi Arabia (SA),Entertainment,2015,30,50400,18,113,0,0,1580484,0,0,0,0,0,0,0,0,6943,0,0,0,0,0,0
2740,هل كنت تعلم ؟,6913,2472705,290,Saudi Arabia (SA),Sports,2015,420,108090,40,243,0,2007675,465030,0,0,0,0,0,0,0,0,6913,0,0,0,0,0,0
2741,Super A7 Mad Mj,6910,844709,159,Saudi Arabia (SA),Sports,2014,0,128,0,0,0,0,0,0,830630,4865,3747,2705,2762,0,0,0,0,7180,110,60,60,40
2742,Kuro Ji N,6910,532457,222,Saudi Arabia (SA),Gaming,2014,-50,1397,0,3,0,0,0,0,0,0,0,344624,187833,0,0,0,0,0,0,0,5410,1500
2743,Solutions Flooring,6880,1111840,42,Saudi Arabia (SA),general,2013,40,9216,3,20,0,0,0,0,0,0,0,956726,155114,0,0,0,0,0,0,0,6310,570
2744,Crovird,6870,609108,8,Saudi Arabia (SA),Gaming,2015,10,1287,0,2,0,0,0,0,0,0,0,129515,479593,0,0,0,0,0,0,0,5070,1800
2745,3laa Hassan ,6870,62254,68,Saudi Arabia (SA),People & Blogs,2017,-10,36,0,0,0,0,98,399,168,267,7621,52579,1122,0,0,7038,308,140,80,70,480,50
2746,عيسى الشمري,6860,3698018,68,Saudi Arabia (SA),general,2007,10,5329,2,11,0,0,0,0,0,0,3142423,390904,164691,0,0,0,0,0,0,5680,880,300
2747,Hi Koora   هاي كوورة,6832,1996912,70,Saudi Arabia (SA),Sports,2016,660,480540,180,1080,1498246,498666,0,0,0,0,0,0,0,6023,809,0,0,0,0,0,0,0
2748,X.Black,6730,81096,25,Saudi Arabia (SA),general,2015,-10,22,0,0,0,0,0,0,0,0,0,79824,1272,0,0,0,0,0,0,0,6900,170
2749,قناة عيون الوطن,6710,2048986,146,Saudi Arabia (SA),Comedy,2015,10,4529,1,10,0,311666,214505,31449,387736,553658,279106,122663,148203,0,3241,614,635,560,770,410,250,230
2750,ناصر محمد حمود فيصل,6710,486,2,Saudi Arabia (SA),general,2012,-10,4,0,0,0,0,0,0,0,0,625951,625951,486,0,0,0,0,0,0,6940,150,80
2751,Tareq Abuhajjaj (Tareqdesign),6710,3136588,126,Saudi Arabia (SA),Autos & Vehicles,2007,0,2314,0,5,0,0,3007789,186090,66775,298292,61148,72827,40251,0,0,4712,778,470,330,180,170,70
2752,A7 Md  Eno,6630,0,0,Saudi Arabia (SA),Entertainment,2015,-90,0,0,0,0,740,740,0,0,0,0,0,0,0,6703,73,0,0,0,0,0,0
2753,‫عبدالرحمن خالد (‪I Dhooome‬‏)‬‎,6560,0,0,Saudi Arabia (SA),People & Blogs,2013,0,0,0,0,0,220870,220870,0,0,0,0,0,0,0,7244,118,126,150,140,60,50,40
2754,سلوم سعيد,6550,0,0,Saudi Arabia (SA),People & Blogs,2016,0,0,0,0,0,0,0,329965,329965,0,0,0,0,0,0,0,0,0,0,6640,30,60
2755,0707 @# الزعيم,6550,5189126,541,Saudi Arabia (SA),News & Politics,2014,0,4722,1,10,0,3788927,834880,112955,142318,226829,133756,117083,58288,0,4010,1001,5011,0,0,6360,120,70
2756,English Express ,6530,630138,227,Saudi Arabia (SA),general,2017,-20,337,0,0,0,0,0,0,0,0,0,124871,505267,0,0,0,0,0,0,0,3450,3080
2757,روائع Mhksa22 منوعة,6510,5176205,54,Saudi Arabia (SA),general,2015,0,831,0,1,0,0,0,0,0,0,0,5168701,7504,0,0,0,0,0,0,0,6530,20
2758,Hamada Saad,6470,8130048,357,Saudi Arabia (SA),Film & Animation,2011,0,1766,0,3,4489814,1803465,2673918,8863540,7702368,247299,9506,38567,28651,2266,1234,1886,494,240,290,50,0,10
2759,Zinedinezidanethegoat,6460,1973572,856,Saudi Arabia (SA),general,2011,-20,157,0,0,0,0,0,0,0,0,0,531028,1442544,0,0,0,0,0,0,0,3230,3230
2760,استضافة ودومين,6410,326543,17,Saudi Arabia (SA),Education,2018,0,327,0,0,0,0,0,0,0,0,0,318866,7677,0,0,0,0,0,0,0,6350,60
